State,DeathsFromPneumoniaAndInfluenza,Year,Week,Quarter,Month
IN,82.0,2010,15,2,4
IN,87.0,2010,16,2,4
IN,98.0,2010,17,2,4
IN,73.0,2010,18,2,5
IN,71.0,2010,19,2,5
IN,76.0,2010,20,2,5
IN,56.0,2010,21,2,5
IN,77.0,2010,22,2,5
IN,78.0,2010,23,2,6
IN,62.0,2010,24,2,6
IN,68.0,2010,25,2,6
IN,59.0,2010,26,2,6
IN,69.0,2010,27,3,7
IN,70.0,2010,28,3,7
IN,65.0,2010,29,3,7
IN,71.0,2010,30,3,7
IN,60.0,2010,31,3,7
IN,74.0,2010,32,3,8
IN,55.0,2010,33,3,8
IN,56.0,2010,34,3,8
IN,69.0,2010,35,3,8
IN,77.0,2010,36,3,9
IN,78.0,2010,37,3,9
IN,71.0,2010,38,3,9
IN,84.0,2010,39,3,9
IN,67.0,2010,40,4,10
IN,60.0,2010,41,4,10
IN,61.0,2010,42,4,10
IN,64.0,2010,43,4,10
IN,100.0,2010,44,4,10
IN,83.0,2010,45,4,11
IN,86.0,2010,46,4,11
IN,80.0,2010,47,4,11
IN,81.0,2010,48,4,11
IN,83.0,2010,49,4,12
IN,87.0,2010,50,4,12
IN,116.0,2010,51,4,12
IN,109.0,2010,52,4,12
IN,103.0,2011,1,1,1
IN,93.0,2011,2,1,1
IN,93.0,2011,3,1,1
IN,119.0,2011,4,1,1
IN,104.0,2011,5,1,1
IN,122.0,2011,6,1,2
IN,127.0,2011,7,1,2
IN,107.0,2011,8,1,2
IN,126.0,2011,9,1,2
IN,98.0,2011,10,1,3
IN,128.0,2011,11,1,3
IN,120.0,2011,12,1,3
IN,74.0,2011,13,1,3
IN,107.0,2011,14,2,4
IN,94.0,2011,15,2,4
IN,79.0,2011,16,2,4
IN,87.0,2011,17,2,4
IN,93.0,2011,18,2,4
IN,95.0,2011,19,2,5
IN,81.0,2011,20,2,5
IN,96.0,2011,21,2,5
IN,84.0,2011,22,2,5
IN,85.0,2011,23,2,6
IN,82.0,2011,24,2,6
IN,69.0,2011,25,2,6
IN,75.0,2011,26,2,6
IN,77.0,2011,27,3,7
IN,71.0,2011,28,3,7
IN,76.0,2011,29,3,7
IN,73.0,2011,30,3,7
IN,85.0,2011,31,3,7
IN,67.0,2011,32,3,8
IN,73.0,2011,33,3,8
IN,70.0,2011,34,3,8
IN,72.0,2011,35,3,8
IN,67.0,2011,36,3,9
IN,89.0,2011,37,3,9
IN,83.0,2011,38,3,9
IN,72.0,2011,39,3,9
IN,84.0,2011,40,4,10
IN,89.0,2011,41,4,10
IN,88.0,2011,42,4,10
IN,91.0,2011,43,4,10
IN,100.0,2011,44,4,10
IN,97.0,2011,45,4,11
IN,75.0,2011,46,4,11
IN,86.0,2011,47,4,11
IN,95.0,2011,48,4,11
IN,76.0,2011,49,4,12
IN,104.0,2011,50,4,12
IN,87.0,2011,51,4,12
IN,106.0,2011,52,4,12
IN,114.0,2012,1,1,1
IN,87.0,2012,2,1,1
IN,125.0,2012,3,1,1
IN,100.0,2012,4,1,1
IN,90.0,2012,5,1,1
IN,108.0,2012,6,1,2
IN,100.0,2012,7,1,2
IN,98.0,2012,8,1,2
IN,110.0,2012,9,1,2
IN,105.0,2012,10,1,3
IN,111.0,2012,11,1,3
IN,90.0,2012,12,1,3
IN,100.0,2012,13,1,3
IN,94.0,2012,14,2,3
IN,105.0,2012,15,2,4
IN,105.0,2012,16,2,4
IN,99.0,2012,17,2,4
IN,92.0,2012,18,2,4
IN,96.0,2012,19,2,5
IN,84.0,2012,20,2,5
IN,94.0,2012,21,2,5
IN,57.0,2012,22,2,5
IN,75.0,2012,23,2,6
IN,88.0,2012,24,2,6
IN,67.0,2012,25,2,6
IN,84.0,2012,26,2,6
IN,60.0,2012,27,3,6
IN,76.0,2012,28,3,7
IN,84.0,2012,29,3,7
IN,57.0,2012,30,3,7
IN,63.0,2012,31,3,7
IN,67.0,2012,32,3,8
IN,57.0,2012,33,3,8
IN,71.0,2012,34,3,8
IN,84.0,2012,35,3,8
IN,60.0,2012,36,3,9
IN,75.0,2012,37,3,9
IN,80.0,2012,38,3,9
IN,93.0,2012,39,3,9
IN,84.0,2012,40,4,9
IN,93.0,2012,41,4,10
IN,99.0,2012,42,4,10
IN,90.0,2012,43,4,10
IN,79.0,2012,44,4,10
IN,102.0,2012,45,4,11
IN,75.0,2012,46,4,11
IN,68.0,2012,47,4,11
IN,79.0,2012,48,4,11
IN,106.0,2012,49,4,12
IN,96.0,2012,50,4,12
IN,108.0,2012,51,4,12
IN,110.0,2012,52,4,12
IN,145.0,2013,1,1,1
IN,197.0,2013,2,1,1
IN,165.0,2013,3,1,1
IN,166.0,2013,4,1,1
IN,140.0,2013,5,1,2
IN,150.0,2013,6,1,2
IN,117.0,2013,7,1,2
IN,125.0,2013,8,1,2
IN,101.0,2013,9,1,3
IN,110.0,2013,10,1,3
IN,132.0,2013,11,1,3
IN,104.0,2013,12,1,3
IN,99.0,2013,13,1,3
IN,111.0,2013,14,2,4
IN,99.0,2013,15,2,4
IN,103.0,2013,16,2,4
IN,96.0,2013,17,2,4
IN,94.0,2013,18,2,5
IN,90.0,2013,19,2,5
IN,86.0,2013,20,2,5
IN,86.0,2013,21,2,5
IN,63.0,2013,22,2,6
IN,85.0,2013,23,2,6
IN,95.0,2013,24,2,6
IN,78.0,2013,25,2,6
IN,83.0,2013,26,2,6
IN,76.0,2013,27,3,7
IN,79.0,2013,28,3,7
IN,73.0,2013,29,3,7
IN,76.0,2013,30,3,7
IN,81.0,2013,31,3,8
IN,66.0,2013,32,3,8
IN,79.0,2013,33,3,8
IN,79.0,2013,34,3,8
IN,60.0,2013,35,3,8
IN,64.0,2013,36,3,9
IN,83.0,2013,37,3,9
IN,77.0,2013,38,3,9
IN,79.0,2013,39,3,9
IN,71.0,2013,40,4,10
IN,66.0,2013,41,4,10
IN,82.0,2013,42,4,10
IN,94.0,2013,43,4,10
IN,84.0,2013,44,4,11
IN,79.0,2013,45,4,11
IN,66.0,2013,46,4,11
IN,66.0,2013,47,4,11
IN,86.0,2013,48,4,11
IN,87.0,2013,49,4,12
IN,108.0,2013,50,4,12
IN,102.0,2013,51,4,12
IN,95.0,2013,52,4,12
IN,105.0,2014,1,1,1
IN,136.0,2014,2,1,1
IN,128.0,2014,3,1,1
IN,134.0,2014,4,1,1
IN,125.0,2014,5,1,2
IN,113.0,2014,6,1,2
IN,99.0,2014,7,1,2
IN,95.0,2014,8,1,2
IN,90.0,2014,9,1,3
IN,106.0,2014,10,1,3
IN,99.0,2014,11,1,3
IN,89.0,2014,12,1,3
IN,93.0,2014,13,1,3
IN,92.0,2014,14,2,4
IN,82.0,2014,15,2,4
IN,85.0,2014,16,2,4
IN,95.0,2014,17,2,4
IN,70.0,2014,18,2,5
IN,66.0,2014,19,2,5
IN,61.0,2014,20,2,5
IN,74.0,2014,21,2,5
IN,80.0,2014,22,2,5
IN,75.0,2014,23,2,6
IN,71.0,2014,24,2,6
IN,86.0,2014,25,2,6
IN,62.0,2014,26,2,6
IN,70.0,2014,27,3,7
IN,70.0,2014,28,3,7
IN,72.0,2014,29,3,7
IN,72.0,2014,30,3,7
IN,91.0,2014,31,3,8
IN,80.0,2014,32,3,8
IN,79.0,2014,33,3,8
IN,72.0,2014,34,3,8
IN,58.0,2014,35,3,8
IN,53.0,2014,36,3,9
IN,77.0,2014,37,3,9
IN,72.0,2014,38,3,9
IN,78.0,2014,39,3,9
IN,86.0,2014,40,4,10
IN,77.0,2014,41,4,10
IN,93.0,2014,42,4,10
IN,63.0,2014,43,4,10
IN,80.0,2014,44,4,11
IN,82.0,2014,45,4,11
IN,73.0,2014,46,4,11
IN,83.0,2014,47,4,11
IN,72.0,2014,48,4,11
IN,101.0,2014,49,4,12
IN,97.0,2014,50,4,12
IN,122.0,2014,51,4,12
IN,157.0,2014,52,4,12
IN,163.0,2014,53,4,1
IN,198.0,2015,1,1,1
IN,168.0,2015,2,1,1
IN,129.0,2015,3,1,1
IN,126.0,2015,4,1,1
IN,106.0,2015,5,1,1
IN,117.0,2015,6,1,2
IN,114.0,2015,7,1,2
IN,102.0,2015,8,1,2
IN,107.0,2015,9,1,2
IN,120.0,2015,10,1,3
IN,137.0,2015,11,1,3
IN,91.0,2015,12,1,3
IN,87.0,2015,13,1,3
IN,102.0,2015,14,2,4
IN,100.0,2015,15,2,4
IN,106.0,2015,16,2,4
IN,81.0,2015,17,2,4
IN,100.0,2015,18,2,5
IN,96.0,2015,19,2,5
IN,69.0,2015,20,2,5
IN,88.0,2015,21,2,5
IN,68.0,2015,22,2,5
IN,76.0,2015,23,2,6
IN,74.0,2015,24,2,6
IN,62.0,2015,25,2,6
IN,63.0,2015,26,2,6
IN,64.0,2015,27,3,7
IN,71.0,2015,28,3,7
IN,66.0,2015,29,3,7
IN,78.0,2015,30,3,7
IN,74.0,2015,31,3,8
IN,67.0,2015,32,3,8
IN,70.0,2015,33,3,8
IN,79.0,2015,34,3,8
IN,74.0,2015,35,3,8
IN,67.0,2015,36,3,9
IN,84.0,2015,37,3,9
IN,83.0,2015,38,3,9
IN,76.0,2015,39,3,9
IN,80.0,2015,40,4,10
IN,63.0,2015,41,4,10
IN,73.0,2015,42,4,10
IN,90.0,2015,43,4,10
IN,80.0,2015,44,4,10
IN,87.0,2015,45,4,11
IN,77.0,2015,46,4,11
IN,68.0,2015,47,4,11
IN,105.0,2015,48,4,11
IN,90.0,2015,49,4,12
IN,83.0,2015,50,4,12
IN,83.0,2015,51,4,12
IN,95.0,2015,52,4,12
IN,97.0,2016,1,1,1
IN,100.0,2016,2,1,1
IN,106.0,2016,3,1,1
IN,97.0,2016,4,1,1
IN,109.0,2016,5,1,1
IN,98.0,2016,6,1,2
IN,106.0,2016,7,1,2
IN,94.0,2016,8,1,2
IN,120.0,2016,9,1,2
IN,120.0,2016,10,1,3
IN,124.0,2016,11,1,3
IN,106.0,2016,12,1,3
IN,111.0,2016,13,1,3
IN,86.0,2016,14,2,4
IN,98.0,2016,15,2,4
IN,90.0,2016,16,2,4
IN,65.0,2016,17,2,4
IN,73.0,2016,18,2,4
IN,83.0,2016,19,2,5
IN,74.0,2016,20,2,5
IN,71.0,2016,21,2,5
IN,64.0,2016,22,2,5
IN,88.0,2016,23,2,6
IN,57.0,2016,24,2,6
IN,69.0,2016,25,2,6
IN,54.0,2016,26,2,6
IN,72.0,2016,27,3,7
IN,59.0,2016,28,3,7
IN,57.0,2016,29,3,7
IN,62.0,2016,30,3,7
IN,66.0,2016,31,3,7
IN,66.0,2016,32,3,8
IN,56.0,2016,33,3,8
IN,69.0,2016,34,3,8
IN,73.0,2016,35,3,8
IN,77.0,2016,36,3,9
IN,85.0,2016,37,3,9
IN,60.0,2016,38,3,9
IN,73.0,2016,39,3,9
IN,75.0,2016,40,4,10
IN,67.0,2016,41,4,10
IN,84.0,2016,42,4,10
IN,76.0,2016,43,4,10
IN,70.0,2016,44,4,10
IN,96.0,2016,45,4,11
IN,70.0,2016,46,4,11
IN,78.0,2016,47,4,11
IN,77.0,2016,48,4,11
IN,91.0,2016,49,4,12
IN,87.0,2016,50,4,12
IN,92.0,2016,51,4,12
IN,116.0,2016,52,4,12
IN,107.0,2017,1,1,1
IN,118.0,2017,2,1,1
IN,99.0,2017,3,1,1
IN,104.0,2017,4,1,1
IN,79.0,2017,5,1,1
IN,100.0,2017,6,1,2
IN,122.0,2017,7,1,2
IN,111.0,2017,8,1,2
IN,135.0,2017,9,1,2
IN,126.0,2017,10,1,3
IN,118.0,2017,11,1,3
IN,116.0,2017,12,1,3
IN,143.0,2017,13,1,3
IN,112.0,2017,14,2,4
IN,106.0,2017,15,2,4
IN,102.0,2017,16,2,4
IN,85.0,2017,17,2,4
IN,73.0,2017,18,2,4
IN,76.0,2017,19,2,5
IN,73.0,2017,20,2,5
IN,82.0,2017,21,2,5
IN,84.0,2017,22,2,5
IN,61.0,2017,23,2,6
IN,82.0,2017,24,2,6
IN,81.0,2017,25,2,6
IN,74.0,2017,26,2,6
IN,64.0,2017,27,3,7
IN,70.0,2017,28,3,7
IN,64.0,2017,29,3,7
IN,72.0,2017,30,3,7
IN,62.0,2017,31,3,7
IN,66.0,2017,32,3,8
IN,52.0,2017,33,3,8
IN,62.0,2017,34,3,8
IN,63.0,2017,35,3,8
IN,66.0,2017,36,3,9
IN,69.0,2017,37,3,9
IN,67.0,2017,38,3,9
IN,59.0,2017,39,3,9
IN,80.0,2017,40,4,9
IN,60.0,2017,41,4,10
IN,79.0,2017,42,4,10
IN,85.0,2017,43,4,10
IN,85.0,2017,44,4,10
IN,86.0,2017,45,4,11
IN,68.0,2017,46,4,11
IN,64.0,2017,47,4,11
IN,79.0,2017,48,4,11
IN,84.0,2017,49,4,12
IN,94.0,2017,50,4,12
IN,108.0,2017,51,4,12
IN,124.0,2017,52,4,12
IN,115.0,2018,1,1,1
IN,166.0,2018,2,1,1
IN,175.0,2018,3,1,1
IN,151.0,2018,4,1,1
IN,162.0,2018,5,1,2
IN,130.0,2018,6,1,2
IN,114.0,2018,7,1,2
IN,118.0,2018,8,1,2
IN,105.0,2018,9,1,3
IN,103.0,2018,10,1,3
IN,94.0,2018,11,1,3
IN,101.0,2018,12,1,3
IN,118.0,2018,13,1,3
IN,88.0,2018,14,2,4
IN,90.0,2018,15,2,4
IN,98.0,2018,16,2,4
IN,96.0,2018,17,2,4
IN,69.0,2018,18,2,5
IN,93.0,2018,19,2,5
IN,84.0,2018,20,2,5
IN,65.0,2018,21,2,5
IN,53.0,2018,22,2,6
IN,62.0,2018,23,2,6
IN,66.0,2018,24,2,6
IN,66.0,2018,25,2,6
IN,72.0,2018,26,2,6
IN,62.0,2018,27,3,7
IN,66.0,2018,28,3,7
IN,63.0,2018,29,3,7
IN,79.0,2018,30,3,7
IN,71.0,2018,31,3,8
IN,61.0,2018,32,3,8
IN,73.0,2018,33,3,8
IN,75.0,2018,34,3,8
IN,76.0,2018,35,3,9
IN,66.0,2018,36,3,9
IN,67.0,2018,37,3,9
IN,56.0,2018,38,3,9
IN,71.0,2018,39,3,9
IN,65.0,2018,40,4,10
IN,79.0,2018,41,4,10
IN,77.0,2018,42,4,10
IN,70.0,2018,43,4,10
IN,69.0,2018,44,4,11
IN,71.0,2018,45,4,11
IN,75.0,2018,46,4,11
IN,71.0,2018,47,4,11
IN,75.0,2018,48,4,12
IN,76.0,2018,49,4,12
IN,75.0,2018,50,4,12
IN,80.0,2018,51,4,12
IN,89.0,2018,52,4,12
IN,113.0,2019,1,1,1
IN,90.0,2019,2,1,1
IN,91.0,2019,3,1,1
IN,90.0,2019,4,1,1
IN,122.0,2019,5,1,2
IN,102.0,2019,6,1,2
IN,119.0,2019,7,1,2
IN,117.0,2019,8,1,2
IN,93.0,2019,9,1,3
IN,95.0,2019,10,1,3
IN,97.0,2019,11,1,3
IN,49.0,2019,12,1,3
KS,35.0,2009,40,4,10
KS,42.0,2009,41,4,10
KS,34.0,2009,42,4,10
KS,42.0,2009,43,4,10
KS,52.0,2009,44,4,10
KS,36.0,2009,45,4,11
KS,39.0,2009,46,4,11
KS,44.0,2009,47,4,11
KS,34.0,2009,48,4,11
KS,44.0,2009,49,4,12
KS,47.0,2009,50,4,12
KS,36.0,2009,51,4,12
KS,46.0,2009,52,4,12
KS,43.0,2010,1,1,1
KS,42.0,2010,2,1,1
KS,33.0,2010,3,1,1
KS,37.0,2010,4,1,1
KS,43.0,2010,5,1,1
KS,48.0,2010,6,1,2
KS,40.0,2010,7,1,2
KS,45.0,2010,8,1,2
KS,33.0,2010,9,1,2
KS,37.0,2010,10,1,3
KS,31.0,2010,11,1,3
KS,44.0,2010,12,1,3
KS,34.0,2010,13,1,3
KS,41.0,2010,14,2,4
KS,33.0,2010,15,2,4
KS,36.0,2010,16,2,4
KS,39.0,2010,17,2,4
KS,28.0,2010,18,2,5
KS,27.0,2010,19,2,5
KS,31.0,2010,20,2,5
KS,38.0,2010,21,2,5
KS,28.0,2010,22,2,5
KS,37.0,2010,23,2,6
KS,39.0,2010,24,2,6
KS,37.0,2010,25,2,6
KS,29.0,2010,26,2,6
KS,23.0,2010,27,3,7
KS,40.0,2010,28,3,7
KS,33.0,2010,29,3,7
KS,26.0,2010,30,3,7
KS,39.0,2010,31,3,7
KS,30.0,2010,32,3,8
KS,27.0,2010,33,3,8
KS,31.0,2010,34,3,8
KS,19.0,2010,35,3,8
KS,25.0,2010,36,3,9
KS,27.0,2010,37,3,9
KS,32.0,2010,38,3,9
KS,41.0,2010,39,3,9
KS,31.0,2010,40,4,10
KS,40.0,2010,41,4,10
KS,27.0,2010,42,4,10
KS,37.0,2010,43,4,10
KS,36.0,2010,44,4,10
KS,28.0,2010,45,4,11
KS,35.0,2010,46,4,11
KS,38.0,2010,47,4,11
KS,44.0,2010,48,4,11
KS,25.0,2010,49,4,12
KS,27.0,2010,50,4,12
KS,40.0,2010,51,4,12
KS,42.0,2010,52,4,12
KS,53.0,2011,1,1,1
KS,41.0,2011,2,1,1
KS,49.0,2011,3,1,1
KS,51.0,2011,4,1,1
KS,46.0,2011,5,1,1
KS,35.0,2011,6,1,2
KS,45.0,2011,7,1,2
KS,55.0,2011,8,1,2
KS,51.0,2011,9,1,2
KS,46.0,2011,10,1,3
KS,65.0,2011,11,1,3
KS,40.0,2011,12,1,3
KS,50.0,2011,13,1,3
KS,41.0,2011,14,2,4
KS,41.0,2011,15,2,4
KS,27.0,2011,16,2,4
KS,42.0,2011,17,2,4
KS,35.0,2011,18,2,4
KS,41.0,2011,19,2,5
KS,33.0,2011,20,2,5
KS,35.0,2011,21,2,5
KS,26.0,2011,22,2,5
KS,38.0,2011,23,2,6
KS,39.0,2011,24,2,6
KS,40.0,2011,25,2,6
KS,28.0,2011,26,2,6
KS,30.0,2011,27,3,7
KS,22.0,2011,28,3,7
KS,31.0,2011,29,3,7
KS,30.0,2011,30,3,7
KS,15.0,2011,31,3,7
KS,24.0,2011,32,3,8
KS,24.0,2011,33,3,8
KS,25.0,2011,34,3,8
KS,33.0,2011,35,3,8
KS,24.0,2011,36,3,9
KS,29.0,2011,37,3,9
KS,29.0,2011,38,3,9
KS,31.0,2011,39,3,9
KS,32.0,2011,40,4,10
KS,21.0,2011,41,4,10
KS,32.0,2011,42,4,10
KS,35.0,2011,43,4,10
KS,38.0,2011,44,4,10
KS,42.0,2011,45,4,11
KS,35.0,2011,46,4,11
KS,35.0,2011,47,4,11
KS,32.0,2011,48,4,11
KS,60.0,2011,49,4,12
KS,42.0,2011,50,4,12
KS,41.0,2011,51,4,12
KS,40.0,2011,52,4,12
KS,41.0,2012,1,1,1
KS,50.0,2012,2,1,1
KS,54.0,2012,3,1,1
KS,47.0,2012,4,1,1
KS,34.0,2012,5,1,1
KS,33.0,2012,6,1,2
KS,38.0,2012,7,1,2
KS,53.0,2012,8,1,2
KS,46.0,2012,9,1,2
KS,52.0,2012,10,1,3
KS,53.0,2012,11,1,3
KS,36.0,2012,12,1,3
KS,43.0,2012,13,1,3
KS,37.0,2012,14,2,3
KS,26.0,2012,15,2,4
KS,34.0,2012,16,2,4
KS,43.0,2012,17,2,4
KS,35.0,2012,18,2,4
KS,28.0,2012,19,2,5
KS,32.0,2012,20,2,5
KS,24.0,2012,21,2,5
KS,26.0,2012,22,2,5
KS,16.0,2012,23,2,6
KS,33.0,2012,24,2,6
KS,32.0,2012,25,2,6
KS,28.0,2012,26,2,6
KS,21.0,2012,27,3,6
KS,29.0,2012,28,3,7
KS,45.0,2012,29,3,7
KS,25.0,2012,30,3,7
KS,28.0,2012,31,3,7
KS,30.0,2012,32,3,8
KS,29.0,2012,33,3,8
KS,31.0,2012,34,3,8
KS,40.0,2012,35,3,8
KS,36.0,2012,36,3,9
KS,27.0,2012,37,3,9
KS,27.0,2012,38,3,9
KS,40.0,2012,39,3,9
KS,32.0,2012,40,4,9
KS,40.0,2012,41,4,10
KS,28.0,2012,42,4,10
KS,33.0,2012,43,4,10
KS,36.0,2012,44,4,10
KS,24.0,2012,45,4,11
KS,34.0,2012,46,4,11
KS,31.0,2012,47,4,11
KS,45.0,2012,48,4,11
KS,46.0,2012,49,4,12
KS,34.0,2012,50,4,12
KS,42.0,2012,51,4,12
KS,47.0,2012,52,4,12
KS,56.0,2013,1,1,1
KS,64.0,2013,2,1,1
KS,89.0,2013,3,1,1
KS,73.0,2013,4,1,1
KS,74.0,2013,5,1,2
KS,47.0,2013,6,1,2
KS,56.0,2013,7,1,2
KS,51.0,2013,8,1,2
KS,45.0,2013,9,1,3
KS,54.0,2013,10,1,3
KS,38.0,2013,11,1,3
KS,38.0,2013,12,1,3
KS,32.0,2013,13,1,3
KS,35.0,2013,14,2,4
KS,24.0,2013,15,2,4
KS,17.0,2013,16,2,4
KS,43.0,2013,17,2,4
KS,16.0,2013,18,2,5
KS,22.0,2013,19,2,5
KS,29.0,2013,20,2,5
KS,35.0,2013,21,2,5
KS,37.0,2013,22,2,6
KS,37.0,2013,23,2,6
KS,34.0,2013,24,2,6
KS,38.0,2013,25,2,6
KS,20.0,2013,26,2,6
KS,27.0,2013,27,3,7
KS,34.0,2013,28,3,7
KS,23.0,2013,29,3,7
KS,25.0,2013,30,3,7
KS,31.0,2013,31,3,8
KS,37.0,2013,32,3,8
KS,32.0,2013,33,3,8
KS,34.0,2013,34,3,8
KS,34.0,2013,35,3,8
KS,42.0,2013,36,3,9
KS,31.0,2013,37,3,9
KS,38.0,2013,38,3,9
KS,35.0,2013,39,3,9
KS,36.0,2013,40,4,10
KS,30.0,2013,41,4,10
KS,48.0,2013,42,4,10
KS,35.0,2013,43,4,10
KS,38.0,2013,44,4,11
KS,37.0,2013,45,4,11
KS,37.0,2013,46,4,11
KS,44.0,2013,47,4,11
KS,31.0,2013,48,4,11
KS,39.0,2013,49,4,12
KS,50.0,2013,50,4,12
KS,27.0,2013,51,4,12
KS,49.0,2013,52,4,12
KS,39.0,2014,1,1,1
KS,53.0,2014,2,1,1
KS,58.0,2014,3,1,1
KS,43.0,2014,4,1,1
KS,43.0,2014,5,1,2
KS,54.0,2014,6,1,2
KS,51.0,2014,7,1,2
KS,45.0,2014,8,1,2
KS,40.0,2014,9,1,3
KS,49.0,2014,10,1,3
KS,44.0,2014,11,1,3
KS,43.0,2014,12,1,3
KS,43.0,2014,13,1,3
KS,53.0,2014,14,2,4
KS,42.0,2014,15,2,4
KS,43.0,2014,16,2,4
KS,48.0,2014,17,2,4
KS,28.0,2014,18,2,5
KS,34.0,2014,19,2,5
KS,29.0,2014,20,2,5
KS,40.0,2014,21,2,5
KS,35.0,2014,22,2,5
KS,28.0,2014,23,2,6
KS,32.0,2014,24,2,6
KS,38.0,2014,25,2,6
KS,27.0,2014,26,2,6
KS,30.0,2014,27,3,7
KS,39.0,2014,28,3,7
KS,30.0,2014,29,3,7
KS,29.0,2014,30,3,7
KS,30.0,2014,31,3,8
KS,32.0,2014,32,3,8
KS,22.0,2014,33,3,8
KS,28.0,2014,34,3,8
KS,40.0,2014,35,3,8
KS,27.0,2014,36,3,9
KS,40.0,2014,37,3,9
KS,37.0,2014,38,3,9
KS,27.0,2014,39,3,9
KS,29.0,2014,40,4,10
KS,22.0,2014,41,4,10
KS,21.0,2014,42,4,10
KS,43.0,2014,43,4,10
KS,42.0,2014,44,4,11
KS,32.0,2014,45,4,11
KS,31.0,2014,46,4,11
KS,29.0,2014,47,4,11
KS,25.0,2014,48,4,11
KS,28.0,2014,49,4,12
KS,40.0,2014,50,4,12
KS,46.0,2014,51,4,12
KS,45.0,2014,52,4,12
KS,64.0,2014,53,4,1
KS,66.0,2015,1,1,1
KS,68.0,2015,2,1,1
KS,69.0,2015,3,1,1
KS,65.0,2015,4,1,1
KS,61.0,2015,5,1,1
KS,55.0,2015,6,1,2
KS,56.0,2015,7,1,2
KS,55.0,2015,8,1,2
KS,53.0,2015,9,1,2
KS,48.0,2015,10,1,3
KS,53.0,2015,11,1,3
KS,36.0,2015,12,1,3
KS,38.0,2015,13,1,3
KS,48.0,2015,14,2,4
KS,39.0,2015,15,2,4
KS,33.0,2015,16,2,4
KS,28.0,2015,17,2,4
KS,33.0,2015,18,2,5
KS,35.0,2015,19,2,5
KS,31.0,2015,20,2,5
KS,28.0,2015,21,2,5
KS,26.0,2015,22,2,5
KS,38.0,2015,23,2,6
KS,43.0,2015,24,2,6
KS,32.0,2015,25,2,6
KS,32.0,2015,26,2,6
KS,31.0,2015,27,3,7
KS,37.0,2015,28,3,7
KS,26.0,2015,29,3,7
KS,23.0,2015,30,3,7
KS,31.0,2015,31,3,8
KS,24.0,2015,32,3,8
KS,27.0,2015,33,3,8
KS,34.0,2015,34,3,8
KS,27.0,2015,35,3,8
KS,34.0,2015,36,3,9
KS,31.0,2015,37,3,9
KS,31.0,2015,38,3,9
KS,28.0,2015,39,3,9
KS,39.0,2015,40,4,10
KS,37.0,2015,41,4,10
KS,38.0,2015,42,4,10
KS,42.0,2015,43,4,10
KS,31.0,2015,44,4,10
KS,27.0,2015,45,4,11
KS,34.0,2015,46,4,11
KS,32.0,2015,47,4,11
KS,28.0,2015,48,4,11
KS,40.0,2015,49,4,12
KS,44.0,2015,50,4,12
KS,32.0,2015,51,4,12
KS,37.0,2015,52,4,12
KS,38.0,2016,1,1,1
KS,40.0,2016,2,1,1
KS,41.0,2016,3,1,1
KS,24.0,2016,4,1,1
KS,29.0,2016,5,1,1
KS,37.0,2016,6,1,2
KS,46.0,2016,7,1,2
KS,30.0,2016,8,1,2
KS,36.0,2016,9,1,2
KS,39.0,2016,10,1,3
KS,38.0,2016,11,1,3
KS,36.0,2016,12,1,3
KS,43.0,2016,13,1,3
KS,41.0,2016,14,2,4
KS,39.0,2016,15,2,4
KS,35.0,2016,16,2,4
KS,32.0,2016,17,2,4
KS,37.0,2016,18,2,4
KS,39.0,2016,19,2,5
KS,32.0,2016,20,2,5
KS,22.0,2016,21,2,5
KS,27.0,2016,22,2,5
KS,26.0,2016,23,2,6
KS,27.0,2016,24,2,6
KS,29.0,2016,25,2,6
KS,34.0,2016,26,2,6
KS,34.0,2016,27,3,7
KS,26.0,2016,28,3,7
KS,22.0,2016,29,3,7
KS,31.0,2016,30,3,7
KS,32.0,2016,31,3,7
KS,23.0,2016,32,3,8
KS,34.0,2016,33,3,8
KS,21.0,2016,34,3,8
KS,33.0,2016,35,3,8
KS,15.0,2016,36,3,9
KS,33.0,2016,37,3,9
KS,37.0,2016,38,3,9
KS,35.0,2016,39,3,9
KS,31.0,2016,40,4,10
KS,30.0,2016,41,4,10
KS,28.0,2016,42,4,10
KS,21.0,2016,43,4,10
KS,30.0,2016,44,4,10
KS,29.0,2016,45,4,11
KS,36.0,2016,46,4,11
KS,35.0,2016,47,4,11
KS,26.0,2016,48,4,11
KS,37.0,2016,49,4,12
KS,41.0,2016,50,4,12
KS,47.0,2016,51,4,12
KS,40.0,2016,52,4,12
KS,58.0,2017,1,1,1
KS,40.0,2017,2,1,1
KS,45.0,2017,3,1,1
KS,61.0,2017,4,1,1
KS,51.0,2017,5,1,1
KS,55.0,2017,6,1,2
KS,75.0,2017,7,1,2
KS,77.0,2017,8,1,2
KS,71.0,2017,9,1,2
KS,67.0,2017,10,1,3
KS,48.0,2017,11,1,3
KS,43.0,2017,12,1,3
KS,46.0,2017,13,1,3
KS,34.0,2017,14,2,4
KS,35.0,2017,15,2,4
KS,30.0,2017,16,2,4
KS,32.0,2017,17,2,4
KS,25.0,2017,18,2,4
KS,30.0,2017,19,2,5
KS,31.0,2017,20,2,5
KS,32.0,2017,21,2,5
KS,31.0,2017,22,2,5
KS,39.0,2017,23,2,6
KS,23.0,2017,24,2,6
KS,26.0,2017,25,2,6
KS,32.0,2017,26,2,6
KS,36.0,2017,27,3,7
